Llama_ROUGE-1,Llama_ROUGE-2,Llama_ROUGE-L,Llama_BLEU-1,Llama_BLEU-2,Llama_BLEU-3,Llama_BLEU-4,Llama_BLEU,Llama_METEOR,Llama_BERTScore-F1,id
0.4032,0.1789,0.2823,0.1926,0.0913,0.045,0.015,0.015,0.1831,0.2739,2684
0.112,0.0,0.096,0.0638,0.0083,0.0042,0.003,0.003,0.1187,-0.0914,2685
0.4678,0.2249,0.3158,0.4116,0.2711,0.1998,0.1485,0.1485,0.3136,0.2753,2686
0.4907,0.2056,0.3148,0.3414,0.2031,0.1423,0.1062,0.1062,0.2475,0.3609,2687
0.4234,0.237,0.3358,0.2824,0.2008,0.1344,0.0738,0.0738,0.2281,0.2945,2688
0.3333,0.0738,0.187,0.1588,0.0642,0.0278,0.0104,0.0104,0.1259,0.1043,2689
0.2812,0.0526,0.1562,0.2065,0.0674,0.0171,0.0087,0.0087,0.127,0.016,2690
0.4603,0.208,0.254,0.2199,0.1475,0.1029,0.0725,0.0725,0.2513,0.191,2691
0.4435,0.2018,0.3304,0.2459,0.1546,0.1056,0.0736,0.0736,0.2258,0.2612,2692
0.4262,0.2562,0.3279,0.2575,0.1808,0.128,0.0951,0.0951,0.22,0.3014,2693
0.4686,0.2363,0.3431,0.2411,0.1631,0.1233,0.1001,0.1001,0.2876,0.3492,2694
0.4678,0.2012,0.3509,0.3056,0.1589,0.0926,0.0539,0.0539,0.2321,0.286,2695
0.3964,0.1905,0.1953,0.1145,0.0767,0.0486,0.0317,0.0317,0.1598,0.1345,2696
0.3548,0.1475,0.2258,0.2208,0.1078,0.0537,0.0214,0.0214,0.3211,0.2709,2697
0.5188,0.3038,0.4017,0.3092,0.2241,0.1498,0.1008,0.1008,0.3069,0.3258,2698
0.4513,0.1865,0.2974,0.3653,0.2251,0.1417,0.0857,0.0857,0.2673,0.2368,2699
0.365,0.1926,0.2774,0.2323,0.154,0.0902,0.0625,0.0625,0.4532,0.3312,2700
0.3232,0.1831,0.2357,0.1071,0.078,0.0542,0.0399,0.0399,0.172,0.1331,2701
0.4862,0.2011,0.3425,0.3424,0.2071,0.1432,0.1098,0.1098,0.3477,0.3782,2702
0.1781,0.0556,0.1096,0.0759,0.0409,0.0266,0.0121,0.0121,0.0473,-0.1435,2703
0.4932,0.2673,0.3927,0.3046,0.209,0.1364,0.0782,0.0782,0.2403,0.1765,2704
0.3711,0.1562,0.268,0.3182,0.2024,0.1305,0.0703,0.0703,0.2644,0.211,2705
0.5455,0.2414,0.3068,0.4419,0.2698,0.1732,0.05,0.05,0.3391,0.3999,2706
0.3037,0.1905,0.2827,0.2066,0.1503,0.1187,0.0829,0.0829,0.1564,0.0752,2707
0.5349,0.2,0.3256,0.3711,0.1747,0.1029,0.0602,0.0602,0.2796,0.4111,2708
0.1229,0.0226,0.0559,0.0645,0.0325,0.0096,0.0052,0.0052,0.058,-0.2009,2709
0.1504,0.0153,0.1053,0.0633,0.0285,0.0102,0.0061,0.0061,0.0899,-0.2085,2710
0.5403,0.2488,0.3223,0.3569,0.212,0.0914,0.0506,0.0506,0.29,0.3167,2711
0.4737,0.2478,0.3684,0.2423,0.1725,0.1284,0.0935,0.0935,0.2519,0.3873,2712
0.3871,0.2459,0.3065,0.2857,0.2134,0.1674,0.1204,0.1204,0.302,0.0892,2713
0.2206,0.0,0.1471,0.1912,0.0169,0.0076,0.0051,0.0051,0.1186,-0.0994,2714
0.3577,0.1818,0.3089,0.1839,0.1133,0.0671,0.0435,0.0435,0.2582,0.3225,2715
0.553,0.3163,0.4332,0.3987,0.2775,0.2092,0.1674,0.1674,0.4014,0.3407,2716
0.4645,0.1722,0.3318,0.3371,0.1933,0.1312,0.0942,0.0942,0.2822,0.2482,2717
0.381,0.139,0.2328,0.2993,0.1739,0.0975,0.0556,0.0556,0.198,0.0895,2718
0.4851,0.26,0.3663,0.4421,0.3067,0.2232,0.1641,0.1641,0.3898,0.2734,2719
0.4803,0.2222,0.3307,0.2231,0.1406,0.0853,0.0539,0.0539,0.2581,0.3253,2720
0.3911,0.1525,0.2489,0.2287,0.1266,0.0769,0.0425,0.0425,0.1781,0.1672,2721
0.4022,0.113,0.2346,0.2726,0.0969,0.0222,0.0107,0.0107,0.2056,0.0834,2722
0.4412,0.2239,0.2794,0.2907,0.2026,0.1347,0.0876,0.0876,0.4951,0.2898,2723
0.5859,0.3673,0.4747,0.4495,0.3503,0.2919,0.2469,0.2469,0.4449,0.4208,2724
0.3896,0.1579,0.1948,0.2258,0.1311,0.0827,0.0501,0.0501,0.2992,0.1792,2725
0.3915,0.139,0.254,0.2528,0.1521,0.1023,0.067,0.067,0.2238,0.0653,2726
0.1939,0.0412,0.1429,0.0434,0.0056,0.0029,0.0021,0.0021,0.0511,-0.1418,2727
0.5165,0.2111,0.3626,0.3678,0.2169,0.1492,0.1044,0.1044,0.3271,0.3141,2728
0.3922,0.1722,0.2876,0.2432,0.1291,0.0285,0.0134,0.0134,0.1947,0.1687,2729
0.2857,0.0778,0.1758,0.2184,0.0873,0.0448,0.0181,0.0181,0.1581,0.0061,2730
0.2308,0.0333,0.1209,0.0591,0.0077,0.0039,0.0028,0.0028,0.0535,-0.253,2731
0.2239,0.0758,0.1642,0.1205,0.0664,0.0379,0.0161,0.0161,0.1327,-0.0753,2732
0.2857,0.0515,0.1735,0.2117,0.0464,0.0131,0.0069,0.0069,0.1118,0.0853,2733
0.4741,0.2957,0.3362,0.2941,0.2144,0.1651,0.1287,0.1287,0.2823,0.3173,2734
0.3122,0.0936,0.211,0.1799,0.0905,0.0545,0.0322,0.0322,0.1657,-0.0692,2735
0.4861,0.2008,0.3028,0.1775,0.1008,0.0502,0.027,0.027,0.2207,0.3425,2736
0.5024,0.2341,0.3478,0.3439,0.2188,0.15,0.1048,0.1048,0.2507,0.3197,2737
0.1074,0.0272,0.094,0.0379,0.007,0.004,0.003,0.003,0.0191,-0.2409,2738
0.5612,0.2371,0.3673,0.3538,0.203,0.1232,0.0765,0.0765,0.2885,0.2929,2739
0.2158,0.0292,0.1295,0.1512,0.0596,0.0162,0.0085,0.0085,0.1473,-0.044,2740
0.4226,0.2205,0.3547,0.1472,0.0954,0.0645,0.0416,0.0416,0.2106,0.2979,2741
0.5269,0.3152,0.3978,0.4371,0.3325,0.2769,0.238,0.238,0.3673,0.3579,2742
0.543,0.2953,0.3576,0.4103,0.2632,0.1539,0.0993,0.0993,0.3537,0.4244,2743
0.3412,0.0952,0.2471,0.2989,0.1179,0.0689,0.0444,0.0444,0.2101,0.0965,2744
0.393,0.2261,0.2596,0.1764,0.1317,0.1007,0.0805,0.0805,0.2329,0.1357,2745
0.2609,0.0531,0.1043,0.15,0.0616,0.0365,0.0159,0.0159,0.2818,0.1435,2746
0.4491,0.1837,0.2596,0.1921,0.1115,0.0379,0.0124,0.0124,0.1862,0.1871,2747
0.2783,0.0354,0.1565,0.15,0.0436,0.0135,0.0075,0.0075,0.1724,0.0509,2748
0.525,0.2405,0.3625,0.4038,0.249,0.1476,0.0807,0.0807,0.3665,0.4416,2749
0.2358,0.0667,0.1604,0.1058,0.0476,0.032,0.0221,0.0221,0.1028,-0.1456,2750
0.5028,0.2034,0.324,0.3407,0.204,0.1327,0.0854,0.0854,0.2755,0.3185,2751
0.2615,0.1473,0.2077,0.1405,0.1032,0.0799,0.0645,0.0645,0.1238,0.0108,2752
0.4205,0.2069,0.3182,0.3409,0.2257,0.1526,0.1058,0.1058,0.3155,0.2712,2753
0.2533,0.0676,0.1467,0.1728,0.0465,0.014,0.0077,0.0077,0.1772,-0.0355,2754
0.4221,0.2234,0.2613,0.2608,0.1911,0.1468,0.1228,0.1228,0.2567,0.1588,2755
0.3333,0.0862,0.1795,0.2001,0.0914,0.0465,0.028,0.028,0.1543,0.0583,2756
0.5311,0.2743,0.3729,0.4274,0.2585,0.1786,0.1295,0.1295,0.368,0.2062,2757
0.4096,0.1619,0.2972,0.1618,0.1023,0.0611,0.0178,0.0178,0.2058,0.1692,2758
0.3653,0.1106,0.2374,0.2132,0.0891,0.0391,0.0146,0.0146,0.1456,0.13,2759
0.4096,0.1098,0.2169,0.325,0.1434,0.0808,0.0288,0.0288,0.2165,0.1026,2760
0.3805,0.2365,0.3024,0.2506,0.1907,0.1689,0.1549,0.1549,0.2442,0.1659,2761
0.5185,0.1682,0.3056,0.2885,0.1522,0.0882,0.0476,0.0476,0.2191,0.3258,2762
0.4387,0.1699,0.3484,0.3214,0.176,0.1043,0.0612,0.0612,0.277,0.4195,2763
0.593,0.3176,0.4419,0.4086,0.2827,0.2193,0.185,0.185,0.4477,0.5299,2764
0.4884,0.2031,0.3333,0.2514,0.1553,0.1088,0.0816,0.0816,0.2275,0.339,2765
0.4211,0.2126,0.2775,0.2267,0.1528,0.0908,0.0279,0.0279,0.2052,0.2139,2766
0.3925,0.1881,0.2368,0.1361,0.0781,0.0529,0.0388,0.0388,0.2198,0.1028,2767
0.5181,0.2561,0.3976,0.3563,0.1821,0.1054,0.0726,0.0726,0.3477,0.3319,2768
0.6353,0.3929,0.5412,0.5444,0.4284,0.3525,0.2948,0.2948,0.5672,0.5512,2769
0.5155,0.2604,0.3402,0.3583,0.2582,0.1905,0.1348,0.1348,0.3226,0.3978,2770
0.4916,0.113,0.2793,0.3723,0.1415,0.0279,0.0124,0.0124,0.2813,0.2437,2771
0.24,0.1429,0.2,0.0959,0.073,0.0531,0.0383,0.0383,0.2112,0.0437,2772
0.4327,0.1302,0.2807,0.2979,0.1601,0.0823,0.028,0.028,0.2798,0.2902,2773
0.3725,0.1316,0.281,0.1331,0.0765,0.0373,0.0236,0.0236,0.1592,0.1621,2774
0.2574,0.0808,0.1584,0.1159,0.0413,0.0137,0.0079,0.0079,0.1442,-0.0597,2775
0.4061,0.1333,0.2741,0.3318,0.1643,0.0822,0.0276,0.0276,0.2073,0.0969,2776
0.5603,0.2957,0.4569,0.3376,0.228,0.1522,0.0992,0.0992,0.3026,0.3464,2777
0.4426,0.1736,0.2951,0.1742,0.1013,0.0535,0.0352,0.0352,0.216,0.193,2778
0.5,0.1852,0.3415,0.3837,0.19,0.1089,0.0747,0.0747,0.3482,0.4038,2779
0.4643,0.2892,0.3452,0.345,0.2366,0.1783,0.1306,0.1306,0.2841,0.3366,2780
0.5537,0.2971,0.4068,0.3902,0.2736,0.2218,0.1811,0.1811,0.3143,0.2494,2781
0.3085,0.086,0.1489,0.168,0.0867,0.0649,0.0473,0.0473,0.1387,0.0699,2782
0.365,0.1765,0.2555,0.178,0.1197,0.0852,0.0588,0.0588,0.1615,0.0706,2783
0.4757,0.0874,0.2811,0.3789,0.142,0.0279,0.0124,0.0124,0.2626,0.2599,2784
0.3553,0.1733,0.2895,0.2209,0.1442,0.1141,0.0973,0.0973,0.2677,0.1884,2785
0.331,0.2098,0.2483,0.1928,0.1455,0.1015,0.0601,0.0601,0.2094,0.1876,2786
0.37,0.101,0.3,0.2941,0.1322,0.0704,0.0433,0.0433,0.2623,0.2484,2787
0.1418,0.0752,0.1194,0.0137,0.0085,0.005,0.0022,0.0022,0.0398,-0.3229,2788
0.1772,0.0513,0.1392,0.1531,0.0771,0.0427,0.018,0.018,0.0906,-0.1171,2789
0.6548,0.3976,0.5119,0.5517,0.4084,0.3088,0.2301,0.2301,0.5111,0.5622,2790
0.2012,0.0359,0.142,0.0979,0.0421,0.0118,0.0062,0.0062,0.0818,-0.165,2791
0.1818,0.0615,0.1515,0.0968,0.0324,0.0105,0.006,0.006,0.1668,0.0037,2792
0.5217,0.1538,0.3043,0.3913,0.1466,0.062,0.0228,0.0228,0.2881,0.2768,2793
0.3846,0.1207,0.2051,0.1651,0.0769,0.0415,0.0144,0.0144,0.1132,-0.0462,2794
0.3647,0.1548,0.2353,0.323,0.1738,0.0894,0.0304,0.0304,0.2495,0.1702,2795
0.4027,0.1497,0.2685,0.2651,0.1271,0.0584,0.0223,0.0223,0.2868,0.2496,2796
0.424,0.1953,0.2949,0.2589,0.1713,0.1237,0.0911,0.0911,0.2386,0.2083,2797
0.3916,0.0709,0.1818,0.2556,0.0928,0.0214,0.0103,0.0103,0.2781,0.2828,2798
0.4025,0.1656,0.2767,0.307,0.1546,0.0316,0.0143,0.0143,0.1799,0.1702,2799
0.3304,0.1532,0.2321,0.1048,0.0775,0.065,0.0533,0.0533,0.1693,0.0263,2800
0.4471,0.2024,0.3176,0.3624,0.2246,0.1247,0.0399,0.0399,0.2667,0.2417,2801
0.3588,0.1739,0.2458,0.0864,0.0563,0.0374,0.0272,0.0272,0.1566,0.1452,2802
0.3022,0.0876,0.1871,0.191,0.0659,0.0171,0.0087,0.0087,0.1856,0.1663,2803
0.5029,0.185,0.3543,0.3953,0.2262,0.1223,0.0685,0.0685,0.278,0.208,2804
0.4823,0.2446,0.3688,0.36,0.2416,0.2,0.1727,0.1727,0.3366,0.2849,2805
0.4872,0.2468,0.3205,0.3556,0.2365,0.172,0.1368,0.1368,0.428,0.3128,2806
0.3941,0.1393,0.2463,0.2434,0.1203,0.0499,0.0181,0.0181,0.1826,0.2314,2807
0.2843,0.099,0.2059,0.2062,0.1012,0.059,0.038,0.038,0.1752,-0.0416,2808
0.3564,0.11,0.1584,0.2519,0.1014,0.0473,0.0182,0.0182,0.192,0.1223,2809
0.3509,0.1824,0.2222,0.0814,0.0586,0.0365,0.0243,0.0243,0.1436,0.1647,2810
0.4171,0.1189,0.2888,0.3075,0.1546,0.1024,0.0703,0.0703,0.2075,0.2253,2811
0.3636,0.1844,0.2797,0.2394,0.1654,0.1256,0.0967,0.0967,0.2094,0.1903,2812
0.4348,0.2124,0.2435,0.2262,0.1477,0.11,0.09,0.09,0.3818,0.3023,2813
0.4121,0.2437,0.2915,0.2314,0.1648,0.1173,0.0883,0.0883,0.2622,0.2604,2814
0.2949,0.1039,0.1667,0.2588,0.1469,0.0804,0.0502,0.0502,0.2616,0.0444,2815
0.5635,0.257,0.3315,0.4826,0.2961,0.2086,0.1516,0.1516,0.3606,0.3006,2816
0.5526,0.3067,0.4737,0.4756,0.3511,0.2489,0.1671,0.1671,0.4645,0.3698,2817
0.4162,0.1231,0.203,0.32,0.1608,0.0808,0.0483,0.0483,0.2203,0.2238,2818
0.5658,0.3733,0.4474,0.4157,0.3296,0.2714,0.2248,0.2248,0.5243,0.432,2819
0.4455,0.134,0.3033,0.2928,0.1552,0.093,0.0607,0.0607,0.2504,0.2617,2820
0.487,0.2408,0.3523,0.3545,0.2557,0.2029,0.1606,0.1606,0.3277,0.231,2821
0.412,0.1811,0.3146,0.2131,0.1289,0.0947,0.0699,0.0699,0.2042,0.2021,2822
0.3758,0.1104,0.2667,0.2961,0.1686,0.1012,0.0336,0.0336,0.1736,0.0687,2823
0.4138,0.2098,0.3172,0.2874,0.1828,0.1163,0.0658,0.0658,0.3507,0.3476,2824
0.5045,0.2273,0.3514,0.2996,0.1883,0.1337,0.0975,0.0975,0.286,0.4148,2825
0.3515,0.0736,0.2303,0.2353,0.1059,0.0513,0.0201,0.0201,0.1811,0.174,2826
0.5604,0.1756,0.2705,0.318,0.1638,0.0942,0.0285,0.0285,0.2857,0.2989,2827
0.5714,0.327,0.4348,0.3548,0.2324,0.1527,0.0943,0.0943,0.4084,0.451,2828
0.3765,0.1548,0.2706,0.2965,0.1852,0.1341,0.1095,0.1095,0.2195,0.0489,2829
0.4356,0.2063,0.3022,0.233,0.1513,0.1068,0.0756,0.0756,0.2142,0.0598,2830
0.2421,0.0426,0.1368,0.1364,0.0485,0.0274,0.0116,0.0116,0.1283,-0.1648,2831
0.4706,0.1386,0.3039,0.41,0.2035,0.1082,0.0601,0.0601,0.2957,0.2247,2832
0.4348,0.2198,0.337,0.3322,0.22,0.1704,0.1359,0.1359,0.2729,0.2861,2833
0.3874,0.127,0.2618,0.2604,0.1009,0.0465,0.0178,0.0178,0.185,0.2615,2834
0.4336,0.2143,0.3186,0.2312,0.1588,0.1117,0.0747,0.0747,0.2488,0.3088,2835
0.4395,0.1538,0.287,0.2005,0.1217,0.0821,0.0569,0.0569,0.1859,0.2225,2836
0.3571,0.1134,0.2449,0.2688,0.1529,0.0917,0.0304,0.0304,0.1769,0.2397,2837
0.478,0.2038,0.3396,0.3797,0.2417,0.1745,0.1293,0.1293,0.2834,0.366,2838
0.5,0.2952,0.4151,0.3519,0.2564,0.2201,0.1954,0.1954,0.328,0.3306,2839
0.3618,0.1457,0.2303,0.1091,0.0662,0.0355,0.0184,0.0184,0.1665,0.1679,2840
0.3846,0.1889,0.3297,0.2922,0.1946,0.1473,0.1111,0.1111,0.2546,0.2918,2841
0.4693,0.2034,0.3799,0.3181,0.201,0.141,0.1089,0.1089,0.2823,0.3455,2842
0.2871,0.0773,0.1722,0.1441,0.0665,0.041,0.0153,0.0153,0.1682,0.0801,2843
0.3788,0.0992,0.197,0.1501,0.0667,0.0256,0.0089,0.0089,0.1547,0.1541,2844
0.5694,0.3099,0.4167,0.3951,0.2897,0.2269,0.1861,0.1861,0.5322,0.374,2845
0.5,0.2941,0.4302,0.4055,0.2927,0.2384,0.2033,0.2033,0.3853,0.3594,2846
0.349,0.0816,0.2013,0.25,0.0951,0.0479,0.0192,0.0192,0.2498,0.1374,2847
0.3947,0.16,0.2632,0.2955,0.1542,0.0651,0.0239,0.0239,0.2787,0.259,2848
0.4859,0.1714,0.3051,0.3617,0.1972,0.0946,0.031,0.031,0.3079,0.3414,2849
0.3529,0.087,0.1961,0.1254,0.0524,0.0107,0.0048,0.0048,0.1172,0.0797,2850
0.5078,0.2513,0.3523,0.2937,0.1796,0.1155,0.0706,0.0706,0.2823,0.3962,2851
0.4622,0.1794,0.2933,0.2475,0.1357,0.0911,0.0716,0.0716,0.237,0.3423,2852
0.4918,0.2431,0.4044,0.4152,0.2711,0.2019,0.1599,0.1599,0.318,0.4258,2853
0.4409,0.1587,0.315,0.2355,0.1266,0.0618,0.0185,0.0185,0.2445,0.2457,2854
0.2083,0.0632,0.1458,0.1047,0.043,0.0255,0.0111,0.0111,0.0619,0.0077,2855
0.5086,0.2435,0.3707,0.3566,0.2134,0.1343,0.0982,0.0982,0.302,0.3083,2856
0.3407,0.1504,0.2815,0.2198,0.121,0.0691,0.0247,0.0247,0.3436,0.1594,2857
0.2569,0.1121,0.1284,0.1169,0.0392,0.0127,0.0073,0.0073,0.1821,0.1514,2858
0.2981,0.0503,0.1863,0.186,0.0468,0.0138,0.0075,0.0075,0.1193,-0.0493,2859
0.4792,0.1895,0.3646,0.376,0.2273,0.1034,0.0331,0.0331,0.2666,0.2385,2860
0.6117,0.3137,0.4175,0.4548,0.3071,0.2292,0.1826,0.1826,0.3445,0.3731,2861
0.2342,0.1284,0.1802,0.1098,0.0638,0.0467,0.0337,0.0337,0.2497,0.1403,2862
0.3969,0.124,0.2137,0.2289,0.1181,0.0701,0.0256,0.0256,0.2219,0.0426,2863
0.3887,0.2461,0.3197,0.1116,0.0886,0.0741,0.0641,0.0641,0.1978,0.2364,2864
0.3784,0.1781,0.2973,0.2935,0.1796,0.1024,0.0701,0.0701,0.2998,0.1525,2865
0.2292,0.0,0.125,0.1587,0.016,0.0075,0.0051,0.0051,0.1797,0.0726,2866
0.5469,0.3071,0.3906,0.2709,0.191,0.1371,0.0979,0.0979,0.2531,0.3578,2867
0.4221,0.1624,0.3015,0.3146,0.175,0.1243,0.0914,0.0914,0.2729,0.2604,2868
0.2846,0.0637,0.1818,0.1071,0.0389,0.009,0.0043,0.0043,0.1145,0.1252,2869
0.1875,0.0631,0.1161,0.0006,0.0003,0.0002,0.0001,0.0001,0.0722,-0.0089,2870
0.4444,0.1794,0.3556,0.2651,0.1521,0.1032,0.0784,0.0784,0.243,0.1953,2871
0.3946,0.1241,0.2721,0.3095,0.1616,0.0683,0.025,0.025,0.2383,0.1152,2872
0.2927,0.1358,0.1951,0.2254,0.1473,0.102,0.0602,0.0602,0.219,0.0967,2873
0.3902,0.1358,0.2439,0.2689,0.1564,0.1041,0.0717,0.0717,0.1849,0.1873,2874
0.3733,0.2162,0.28,0.253,0.1666,0.1111,0.0847,0.0847,0.2744,0.1896,2875
0.403,0.2452,0.327,0.1154,0.0942,0.0821,0.0728,0.0728,0.1962,0.1773,2876
0.5122,0.2222,0.3537,0.4125,0.2503,0.159,0.085,0.085,0.3449,0.2949,2877
0.375,0.1772,0.2875,0.2892,0.1521,0.0979,0.0712,0.0712,0.2324,0.1106,2878
0.4444,0.2063,0.2933,0.2767,0.1726,0.1027,0.0632,0.0632,0.2326,0.2367,2879
0.2338,0.0395,0.1429,0.1856,0.0762,0.0183,0.009,0.009,0.1933,-0.0639,2880
0.3077,0.1039,0.1795,0.1687,0.0641,0.0172,0.0089,0.0089,0.1613,0.1547,2881
0.6294,0.3897,0.5381,0.4687,0.3616,0.2859,0.2363,0.2363,0.449,0.4933,2882
0.5714,0.2642,0.4472,0.519,0.3363,0.2449,0.1845,0.1845,0.4371,0.4594,2883
0.25,0.0635,0.1875,0.1169,0.0555,0.0345,0.0153,0.0153,0.1349,0.0459,2884
0.3871,0.2114,0.2419,0.2075,0.1494,0.0975,0.0664,0.0664,0.1983,0.1136,2885
0.5204,0.2062,0.3571,0.3248,0.2038,0.1154,0.081,0.081,0.2751,0.343,2886
0.404,0.1237,0.2424,0.1111,0.0423,0.0143,0.0084,0.0084,0.1936,0.0263,2887
0.4731,0.3043,0.3763,0.3641,0.2878,0.249,0.2213,0.2213,0.3169,0.3936,2888
0.2857,0.0763,0.1805,0.1839,0.0654,0.0171,0.0088,0.0088,0.2448,0.0911,2889
0.3304,0.1416,0.1913,0.1744,0.0906,0.0461,0.0185,0.0185,0.3996,0.2343,2890
0.3168,0.1616,0.2772,0.1667,0.0506,0.0159,0.0089,0.0089,0.256,-0.0287,2891
0.4627,0.1818,0.3582,0.3377,0.1764,0.1275,0.1029,0.1029,0.3226,0.322,2892
0.381,0.1604,0.3069,0.2564,0.1404,0.0832,0.0488,0.0488,0.2028,0.1259,2893
0.4211,0.1374,0.2556,0.2169,0.0727,0.0187,0.0095,0.0095,0.2653,0.2455,2894
0.3262,0.1583,0.2128,0.2069,0.1298,0.0841,0.0516,0.0516,0.2391,0.1663,2895
0.3915,0.139,0.2646,0.3406,0.1846,0.1153,0.0768,0.0768,0.2323,0.0933,2896
0.5845,0.2857,0.3836,0.4415,0.2987,0.2029,0.1441,0.1441,0.3247,0.4312,2897
0.3188,0.1029,0.2029,0.1889,0.1137,0.0711,0.0474,0.0474,0.187,-0.0046,2898
0.3423,0.2018,0.3063,0.1972,0.1187,0.0742,0.0495,0.0495,0.2339,0.2361,2899
0.3354,0.0881,0.1988,0.2619,0.1123,0.0536,0.0209,0.0209,0.1931,0.0594,2900
0.2707,0.0763,0.2256,0.1818,0.0847,0.0212,0.0107,0.0107,0.1633,0.1467,2901
0.3682,0.1508,0.2189,0.271,0.1519,0.0959,0.0643,0.0643,0.1823,0.2285,2902
0.5068,0.2009,0.2534,0.3691,0.2166,0.1262,0.0768,0.0768,0.2866,0.2652,2903
0.3204,0.0686,0.1845,0.1796,0.0738,0.0161,0.0076,0.0076,0.1079,0.0833,2904
0.2963,0.0642,0.1481,0.1857,0.0591,0.0149,0.0075,0.0075,0.1421,-0.0727,2905
0.2842,0.1809,0.2526,0.1152,0.0929,0.0799,0.0683,0.0683,0.1358,-0.1964,2906
0.3088,0.1194,0.2059,0.2133,0.1074,0.0541,0.0216,0.0216,0.2338,0.1548,2907
0.4865,0.1639,0.2919,0.3283,0.1752,0.0686,0.0242,0.0242,0.2288,0.3253,2908
0.366,0.1722,0.2876,0.2771,0.1644,0.1186,0.0889,0.0889,0.2501,0.1261,2909
0.497,0.2454,0.4,0.4024,0.2819,0.215,0.1657,0.1657,0.3967,0.2951,2910
0.3984,0.1767,0.255,0.2001,0.1243,0.0879,0.064,0.064,0.203,0.1258,2911
0.4353,0.1905,0.3059,0.3452,0.2234,0.1449,0.0783,0.0783,0.2718,0.2282,2912
0.4,0.132,0.2164,0.1426,0.0692,0.0365,0.0114,0.0114,0.1474,0.1142,2913
0.3263,0.1383,0.2105,0.2022,0.135,0.1066,0.0845,0.0845,0.1856,0.1941,2914
0.4304,0.1154,0.2785,0.2892,0.1188,0.0558,0.0216,0.0216,0.2313,0.2597,2915
0.219,0.0444,0.1606,0.1447,0.0439,0.0138,0.0077,0.0077,0.1744,-0.0274,2916
0.4,0.1654,0.2815,0.3333,0.1938,0.129,0.0747,0.0747,0.2728,0.0641,2917
0.3721,0.1412,0.2674,0.2504,0.1261,0.0555,0.0208,0.0208,0.2018,0.1605,2918
0.4181,0.1029,0.2486,0.3372,0.1091,0.0521,0.0203,0.0203,0.2717,0.0151,2919
0.3878,0.1134,0.2245,0.2986,0.1427,0.0586,0.0212,0.0212,0.2391,0.2245,2920
0.4634,0.1728,0.2805,0.2892,0.1571,0.0673,0.0248,0.0248,0.227,0.3551,2921
0.53,0.2222,0.3,0.4432,0.2801,0.1877,0.1295,0.1295,0.3016,0.308,2922
0.3895,0.1702,0.2421,0.2936,0.1765,0.1187,0.0776,0.0776,0.2428,0.2323,2923
0.3545,0.1101,0.2091,0.2147,0.101,0.052,0.0177,0.0177,0.1796,0.1617,2924
0.5988,0.2667,0.3832,0.4,0.2322,0.1348,0.0729,0.0729,0.4239,0.4462,2925
0.382,0.166,0.2697,0.0961,0.0674,0.0497,0.0402,0.0402,0.1626,0.1451,2926
0.4405,0.241,0.369,0.3659,0.2515,0.1849,0.148,0.148,0.3336,0.2607,2927
0.3688,0.2014,0.2553,0.3099,0.2104,0.1369,0.0784,0.0784,0.3396,0.2193,2928
0.192,0.0325,0.128,0.1045,0.0126,0.0062,0.0044,0.0044,0.0669,-0.1106,2929
0.1689,0.0628,0.1333,0.0442,0.0199,0.0122,0.0054,0.0054,0.0435,-0.1354,2930
0.3629,0.187,0.2258,0.1513,0.1062,0.0723,0.0469,0.0469,0.1618,0.2147,2931
0.5,0.1963,0.3519,0.3264,0.1985,0.1244,0.075,0.075,0.2549,0.3228,2932
0.1361,0.0276,0.0952,0.0436,0.007,0.0038,0.0028,0.0028,0.0676,-0.2032,2933
0.4933,0.1892,0.2933,0.3462,0.2224,0.1482,0.1068,0.1068,0.299,0.2357,2934
0.4471,0.0952,0.2235,0.2963,0.0609,0.0167,0.0088,0.0088,0.1852,0.1076,2935
0.5263,0.2012,0.3392,0.3837,0.2423,0.1612,0.1109,0.1109,0.3422,0.4388,2936
0.3212,0.1333,0.2044,0.2222,0.137,0.093,0.0584,0.0584,0.2127,0.2561,2937
0.3491,0.1333,0.2358,0.2359,0.1166,0.0225,0.0099,0.0099,0.1547,0.0797,2938
0.4286,0.1739,0.3286,0.2614,0.1644,0.0981,0.0577,0.0577,0.4001,0.3454,2939
0.4768,0.2013,0.3841,0.3827,0.2494,0.1466,0.0948,0.0948,0.3647,0.3043,2940
0.2545,0.0806,0.1818,0.0921,0.0463,0.0244,0.0149,0.0149,0.1246,0.0094,2941
0.1633,0.0208,0.0816,0.05,0.008,0.0043,0.0032,0.0032,0.0774,-0.2549,2942
0.5532,0.2151,0.3723,0.4189,0.2493,0.1587,0.1068,0.1068,0.3499,0.363,2943
0.4115,0.1826,0.2387,0.2081,0.1176,0.0816,0.0593,0.0593,0.2256,0.1946,2944
0.3333,0.1299,0.2436,0.2702,0.1217,0.0851,0.0646,0.0646,0.2235,0.1766,2945
0.4079,0.1733,0.2632,0.2759,0.1387,0.0879,0.0533,0.0533,0.2806,0.2107,2946
0.4679,0.213,0.2936,0.3103,0.1927,0.131,0.0911,0.0911,0.255,0.3236,2947
0.4796,0.1856,0.2653,0.3162,0.1466,0.0595,0.0214,0.0214,0.2189,0.3331,2948
0.4885,0.2538,0.3511,0.2637,0.1692,0.1,0.0474,0.0474,0.2519,0.3476,2949
