LlaDA_ROUGE-1,LlaDA_ROUGE-2,LlaDA_ROUGE-L,LlaDA_BLEU-1,LlaDA_BLEU-2,LlaDA_BLEU-3,LlaDA_BLEU-4,LlaDA_BLEU,LlaDA_METEOR,LlaDA_BERTScore-F1,id
0.3855,0.1685,0.2836,0.1794,0.1105,0.0825,0.0629,0.0629,0.1596,0.1578,2783
0.5055,0.1444,0.3187,0.375,0.1468,0.0293,0.0131,0.0131,0.2588,0.3384,2784
0.3684,0.1067,0.2632,0.2353,0.1059,0.0513,0.0201,0.0201,0.21,0.1735,2785
0.3357,0.1702,0.2657,0.2222,0.1291,0.075,0.0271,0.0271,0.2972,0.1699,2786
0.3478,0.0879,0.2609,0.2613,0.0949,0.0219,0.0105,0.0105,0.1422,0.2252,2787
0.3172,0.1389,0.2,0.0908,0.0578,0.0329,0.0232,0.0232,0.1383,-0.031,2788
0.2112,0.0252,0.1366,0.1666,0.0465,0.0142,0.0079,0.0079,0.1209,-0.0735,2789
0.6484,0.3889,0.5385,0.53,0.3872,0.2903,0.2241,0.2241,0.62,0.5921,2790
0.4264,0.1026,0.2538,0.3069,0.1109,0.0232,0.0106,0.0106,0.1768,0.1193,2791
0.1463,0.0496,0.1138,0.0706,0.0092,0.0047,0.0033,0.0033,0.0938,-0.0314,2792
0.4246,0.113,0.2123,0.3222,0.1203,0.0548,0.0209,0.0209,0.1912,0.1776,2793
0.3401,0.0571,0.17,0.1782,0.0567,0.0125,0.0059,0.0059,0.1438,0.026,2794
0.3825,0.1105,0.2404,0.3295,0.1066,0.0236,0.0112,0.0112,0.2065,0.128,2795
0.4552,0.1818,0.3448,0.3562,0.1989,0.1306,0.0989,0.0989,0.2699,0.1173,2796
0.4292,0.1475,0.2922,0.264,0.1574,0.1028,0.0753,0.0753,0.2212,0.1432,2797
0.4348,0.0885,0.1739,0.3226,0.1454,0.0328,0.0156,0.0156,0.2962,0.0992,2798
0.5333,0.1963,0.3515,0.4557,0.2648,0.1539,0.0989,0.0989,0.3711,0.4092,2799
0.4098,0.1983,0.3115,0.1934,0.1253,0.0942,0.0732,0.0732,0.2222,0.2336,2800
0.3125,0.0886,0.2125,0.2109,0.1152,0.0553,0.0216,0.0216,0.1445,0.165,2801
0.3583,0.1836,0.2345,0.0866,0.0639,0.0446,0.0329,0.0329,0.1564,0.1678,2802
0.3467,0.1081,0.2133,0.2222,0.1065,0.0489,0.0187,0.0187,0.3224,0.1758,2803
0.4633,0.1829,0.3051,0.3765,0.222,0.1334,0.0872,0.0872,0.2218,0.2337,2804
0.4082,0.2069,0.2993,0.3253,0.2182,0.1675,0.137,0.137,0.3669,0.2218,2805
0.4025,0.1656,0.2642,0.3077,0.1754,0.1012,0.0329,0.0329,0.3124,0.2219,2806
0.2632,0.1277,0.2105,0.1032,0.0582,0.0283,0.0112,0.0112,0.0971,-0.0093,2807
0.3092,0.0976,0.1739,0.256,0.1237,0.0536,0.0199,0.0199,0.1752,-0.0085,2808
0.3282,0.1036,0.1333,0.2196,0.0816,0.0409,0.0163,0.0163,0.1534,0.031,2809
0.3739,0.1595,0.238,0.1129,0.0673,0.0387,0.0188,0.0188,0.1536,0.1849,2810
0.3432,0.1317,0.2249,0.2478,0.156,0.1174,0.0923,0.0923,0.1765,0.0418,2811
0.4295,0.1633,0.3221,0.284,0.1787,0.1174,0.0802,0.0802,0.3274,0.1971,2812
0.3968,0.1935,0.2222,0.2111,0.1378,0.109,0.0929,0.0929,0.3756,0.3029,2813
0.3429,0.2115,0.3048,0.2097,0.1407,0.1033,0.0772,0.0772,0.1698,0.1881,2814
0.3478,0.1176,0.2174,0.2794,0.1582,0.0724,0.0276,0.0276,0.1921,0.2072,2815
0.5385,0.2,0.3297,0.4492,0.2576,0.1748,0.1168,0.1168,0.3058,0.3411,2816
0.5455,0.2632,0.4416,0.4217,0.2868,0.1827,0.0934,0.0934,0.3747,0.3377,2817
0.4227,0.1458,0.2165,0.2653,0.1169,0.0658,0.0416,0.0416,0.1902,0.2547,2818
0.48,0.1892,0.3333,0.3103,0.19,0.0947,0.0317,0.0317,0.3136,0.3241,2819
0.5288,0.2136,0.375,0.2949,0.169,0.1119,0.0768,0.0768,0.283,0.3196,2820
0.4623,0.203,0.3317,0.3209,0.1864,0.1276,0.089,0.089,0.2678,0.268,2821
0.5147,0.3037,0.3603,0.2429,0.1744,0.1369,0.1143,0.1143,0.2773,0.3333,2822
0.1046,0.0132,0.0915,0.07,0.0288,0.01,0.0059,0.0059,0.0581,-0.152,2823
0.5103,0.3077,0.3862,0.3678,0.2696,0.2045,0.1502,0.1502,0.5247,0.3762,2824
0.4615,0.137,0.2986,0.2425,0.1124,0.0658,0.0456,0.0456,0.2198,0.196,2825
0.454,0.0994,0.2331,0.358,0.1639,0.0698,0.0257,0.0257,0.2618,0.2053,2826
0.47,0.1515,0.26,0.2467,0.1393,0.0656,0.0214,0.0214,0.2169,0.2002,2827
0.5535,0.3185,0.4403,0.3956,0.2965,0.228,0.1812,0.1812,0.4887,0.429,2828
0.4277,0.2222,0.289,0.3471,0.247,0.1935,0.1625,0.1625,0.3059,0.1934,2829
0.3587,0.1086,0.2511,0.1621,0.0784,0.0158,0.0071,0.0071,0.1289,0.0801,2830
0.3944,0.0853,0.2254,0.2984,0.1544,0.1087,0.0826,0.0826,0.2242,0.1541,2831
0.4752,0.18,0.3465,0.3835,0.2167,0.1427,0.0882,0.0882,0.2973,0.3116,2832
0.4725,0.2222,0.2747,0.3861,0.2544,0.1724,0.1238,0.1238,0.2694,0.3338,2833
0.4339,0.1283,0.2751,0.2874,0.1181,0.0516,0.0192,0.0192,0.2101,0.3709,2834
0.3744,0.1567,0.2922,0.1711,0.1009,0.0711,0.055,0.055,0.1834,0.1065,2835
0.381,0.1485,0.2857,0.1992,0.1138,0.0752,0.054,0.054,0.1601,0.2283,2836
0.3881,0.1307,0.2687,0.3265,0.1835,0.1119,0.062,0.062,0.2258,0.2456,2837
0.4744,0.2208,0.3718,0.3947,0.2406,0.1674,0.1179,0.1179,0.3288,0.4426,2838
0.361,0.1379,0.2146,0.2308,0.1183,0.0717,0.0425,0.0425,0.1879,0.2037,2839
0.3311,0.1156,0.1757,0.0786,0.0426,0.0268,0.0188,0.0188,0.1341,0.0454,2840
0.5672,0.2211,0.3781,0.4635,0.2691,0.171,0.1189,0.1189,0.3283,0.3233,2841
0.4111,0.1685,0.3222,0.2506,0.1485,0.0956,0.0647,0.0647,0.2467,0.2452,2842
0.4019,0.1226,0.243,0.2404,0.1149,0.0472,0.017,0.017,0.2059,0.2228,2843
0.3422,0.1149,0.2357,0.1099,0.0487,0.0095,0.0042,0.0042,0.143,0.1584,2844
0.5034,0.331,0.4218,0.3412,0.2628,0.2092,0.1729,0.1729,0.3919,0.3234,2845
0.5128,0.2694,0.4205,0.4494,0.3032,0.2395,0.1999,0.1999,0.4203,0.342,2846
0.3649,0.1507,0.2297,0.225,0.0924,0.0222,0.0109,0.0109,0.1686,0.1236,2847
0.4143,0.1304,0.2857,0.2895,0.1389,0.0297,0.0137,0.0137,0.2163,0.2496,2848
0.5143,0.2428,0.4229,0.3656,0.2273,0.1416,0.0749,0.0749,0.3551,0.3875,2849
0.4104,0.1504,0.2164,0.2361,0.1385,0.1027,0.0792,0.0792,0.1966,0.0829,2850
0.4444,0.1735,0.3535,0.2731,0.1564,0.0931,0.0606,0.0606,0.2624,0.3178,2851
0.3896,0.1572,0.2597,0.2238,0.1434,0.101,0.0781,0.0781,0.2221,0.3147,2852
0.5435,0.2637,0.4022,0.3943,0.2726,0.1882,0.1319,0.1319,0.3602,0.3506,2853
0.3492,0.088,0.2063,0.1474,0.0533,0.024,0.0091,0.0091,0.1231,0.1646,2854
0.3553,0.1026,0.2437,0.2431,0.1153,0.0626,0.0219,0.0219,0.1851,0.1679,2855
0.4561,0.177,0.3421,0.2747,0.1468,0.0854,0.026,0.026,0.248,0.1673,2856
0.2899,0.1029,0.2029,0.1702,0.0605,0.0341,0.0145,0.0145,0.1835,0.1748,2857
0.2131,0.1,0.1148,0.1,0.0335,0.0108,0.0062,0.0062,0.2017,0.1681,2858
0.2824,0.0595,0.2,0.1639,0.0441,0.0133,0.0073,0.0073,0.1297,0.0231,2859
0.3957,0.1514,0.3209,0.3101,0.1802,0.1113,0.062,0.062,0.2041,0.1942,2860
0.5742,0.2415,0.3732,0.403,0.234,0.1652,0.1258,0.1258,0.3187,0.339,2861
0.3434,0.1856,0.2222,0.1286,0.0748,0.0435,0.0187,0.0187,0.2708,0.2343,2862
0.4903,0.2222,0.3613,0.3556,0.219,0.1397,0.0984,0.0984,0.3616,0.3802,2863
0.3544,0.1529,0.2722,0.0865,0.058,0.043,0.0336,0.0336,0.1565,0.2043,2864
0.4189,0.2055,0.2838,0.2967,0.1723,0.1101,0.0742,0.0742,0.3319,0.2481,2865
0.1905,0.0388,0.1524,0.1316,0.0592,0.0362,0.016,0.016,0.1992,0.0663,2866
0.5259,0.2169,0.3825,0.2289,0.141,0.0786,0.0468,0.0468,0.2254,0.3378,2867
0.5813,0.2886,0.4532,0.4052,0.2944,0.2322,0.1839,0.1839,0.3778,0.4313,2868
0.2605,0.0618,0.1916,0.1549,0.0569,0.0257,0.0098,0.0098,0.1355,0.0054,2869
0.05,0.0,0.0429,0.0133,0.0021,0.0012,0.0009,0.0009,0.0143,-0.5332,2870
0.4,0.1491,0.313,0.2452,0.1424,0.0997,0.0769,0.0769,0.2134,0.2415,2871
0.4865,0.1644,0.3514,0.3571,0.2074,0.128,0.0848,0.0848,0.4022,0.268,2872
0.3815,0.1287,0.2428,0.3252,0.1781,0.1251,0.0837,0.0837,0.2303,0.1098,2873
0.369,0.1205,0.2619,0.2732,0.1588,0.1057,0.0805,0.0805,0.2272,0.1633,2874
0.4348,0.2138,0.2609,0.2688,0.1709,0.1087,0.0809,0.0809,0.277,0.2821,2875
0.4296,0.1702,0.2676,0.1776,0.0912,0.0509,0.0269,0.0269,0.1996,0.1378,2876
0.4699,0.2439,0.3855,0.3494,0.2354,0.1685,0.1244,0.1244,0.3141,0.348,2877
0.3593,0.1091,0.2395,0.2963,0.1217,0.0721,0.0468,0.0468,0.2369,0.1388,2878
0.4312,0.1574,0.2385,0.2332,0.1065,0.0431,0.0154,0.0154,0.212,0.2539,2879
0.2759,0.0559,0.1655,0.2209,0.102,0.0498,0.0197,0.0197,0.2063,0.0569,2880
0.4528,0.1911,0.2264,0.3146,0.1891,0.1351,0.1035,0.1035,0.3508,0.2802,2881
0.555,0.2963,0.4398,0.3777,0.2623,0.1852,0.1044,0.1044,0.3573,0.3903,2882
0.5806,0.2876,0.3871,0.4798,0.3076,0.2161,0.1692,0.1692,0.3473,0.4334,2883
0.2462,0.0156,0.1538,0.141,0.0135,0.0062,0.0042,0.0042,0.1346,0.0347,2884
0.4418,0.2753,0.3614,0.2096,0.1579,0.1251,0.0955,0.0955,0.2123,0.1762,2885
0.4257,0.17,0.297,0.3113,0.1781,0.1059,0.0763,0.0763,0.2582,0.3046,2886
0.4526,0.1926,0.292,0.2644,0.1467,0.1004,0.0701,0.0701,0.3467,0.368,2887
0.4362,0.1828,0.3191,0.3199,0.1949,0.1427,0.1126,0.1126,0.2548,0.2962,2888
0.2878,0.073,0.1871,0.1868,0.0644,0.0167,0.0085,0.0085,0.2155,0.0906,2889
0.3063,0.1284,0.1982,0.1728,0.093,0.0603,0.0409,0.0409,0.4384,0.1864,2890
0.2476,0.0971,0.2095,0.0986,0.0119,0.0059,0.0042,0.0042,0.1627,0.049,2891
0.4662,0.1832,0.3459,0.3067,0.1577,0.1194,0.0986,0.0986,0.3146,0.254,2892
0.4352,0.1675,0.3005,0.3058,0.1538,0.0886,0.0512,0.0512,0.2232,0.2658,2893
0.3121,0.1439,0.227,0.1739,0.0757,0.0185,0.0092,0.0092,0.1639,0.235,2894
0.4173,0.2336,0.3741,0.2857,0.1946,0.1322,0.0411,0.0411,0.4011,0.2232,2895
0.3275,0.142,0.2456,0.2462,0.1368,0.0744,0.026,0.026,0.1789,0.1477,2896
0.5946,0.3364,0.4775,0.4436,0.3355,0.2488,0.186,0.186,0.3705,0.5243,2897
0.3926,0.087,0.2209,0.3415,0.1299,0.0276,0.0128,0.0128,0.2132,0.1158,2898
0.3279,0.1833,0.2787,0.1899,0.1103,0.0681,0.0452,0.0452,0.2426,0.2047,2899
0.4,0.135,0.2909,0.2921,0.0998,0.0225,0.0107,0.0107,0.2204,0.2059,2900
0.2985,0.0606,0.209,0.2051,0.073,0.0191,0.0098,0.0098,0.174,0.1953,2901
0.3188,0.0878,0.1546,0.2461,0.1284,0.0782,0.0465,0.0465,0.1299,0.1085,2902
0.4128,0.1759,0.2661,0.2485,0.1443,0.089,0.0279,0.0279,0.1933,0.2469,2903
0.1493,0.0402,0.1393,0.0885,0.0364,0.0216,0.0094,0.0094,0.0784,-0.2504,2904
0.3232,0.0408,0.1818,0.2334,0.0479,0.0132,0.0069,0.0069,0.1742,-0.0522,2905
0.4057,0.181,0.2925,0.2769,0.1679,0.0989,0.0538,0.0538,0.218,0.2449,2906
0.2917,0.0563,0.1528,0.2099,0.0724,0.0405,0.0171,0.0171,0.1721,0.1101,2907
0.5109,0.2088,0.3913,0.3155,0.1397,0.0589,0.0216,0.0216,0.2716,0.3639,2908
0.5493,0.2429,0.4507,0.4247,0.2769,0.1963,0.1524,0.1524,0.4318,0.427,2909
0.4,0.119,0.2824,0.2857,0.1312,0.0594,0.0226,0.0226,0.1837,0.1976,2910
0.4706,0.2055,0.3451,0.2507,0.1513,0.0979,0.0665,0.0665,0.2266,0.2314,2911
0.427,0.1477,0.3146,0.3333,0.1836,0.1047,0.0603,0.0603,0.3025,0.2808,2912
0.4079,0.1457,0.2697,0.1453,0.0815,0.056,0.0433,0.0433,0.18,0.1632,2913
0.4923,0.2073,0.3487,0.3316,0.2044,0.1287,0.0926,0.0926,0.2791,0.3955,2914
0.3681,0.1366,0.2699,0.2637,0.1326,0.027,0.0122,0.0122,0.2388,0.2798,2915
0.5,0.1867,0.3553,0.3077,0.1849,0.1321,0.107,0.107,0.4341,0.2981,2916
0.5135,0.1781,0.3919,0.3647,0.1864,0.0942,0.0318,0.0318,0.4075,0.2365,2917
0.3575,0.1808,0.2793,0.2672,0.1784,0.1408,0.1169,0.1169,0.253,0.0986,2918
0.4162,0.0936,0.2081,0.3415,0.159,0.0681,0.0252,0.0252,0.2659,-0.0037,2919
0.3858,0.1436,0.2335,0.2805,0.1482,0.0867,0.0284,0.0284,0.1836,0.208,2920
0.3669,0.0958,0.2485,0.2135,0.0985,0.0223,0.0107,0.0107,0.1887,0.1425,2921
0.4848,0.1531,0.3333,0.3916,0.2118,0.1332,0.0932,0.0932,0.303,0.3,2922
0.5102,0.2474,0.3469,0.421,0.2677,0.1834,0.1191,0.1191,0.3451,0.3185,2923
0.3836,0.129,0.3105,0.2214,0.1163,0.0571,0.019,0.019,0.1934,0.1278,2924
0.6038,0.2166,0.3899,0.4691,0.2422,0.1141,0.0661,0.0661,0.4073,0.3738,2925
0.4621,0.1891,0.3394,0.1742,0.1051,0.0733,0.0541,0.0541,0.2242,0.2297,2926
0.4878,0.2346,0.3537,0.378,0.2367,0.141,0.0918,0.0918,0.3938,0.2717,2927
0.3333,0.1176,0.2464,0.2254,0.1135,0.0571,0.0229,0.0229,0.2026,0.1869,2928
0.4375,0.1646,0.3,0.2857,0.126,0.0563,0.0212,0.0212,0.2699,0.3161,2929
0.3008,0.1148,0.2033,0.1369,0.0675,0.0371,0.0131,0.0131,0.1331,0.0426,2930
0.4286,0.24,0.3413,0.2014,0.1552,0.1249,0.1036,0.1036,0.2229,0.2813,2931
0.5045,0.1182,0.3063,0.3308,0.1374,0.0538,0.019,0.019,0.2361,0.3273,2932
0.3953,0.1294,0.2558,0.2811,0.1132,0.0246,0.0115,0.0115,0.237,0.0939,2933
0.3453,0.0876,0.2158,0.2676,0.1383,0.0821,0.0534,0.0534,0.187,-0.0884,2934
0.2326,0.0471,0.1628,0.1905,0.0479,0.0141,0.0077,0.0077,0.1081,-0.2959,2935
0.4483,0.2093,0.3218,0.3187,0.2226,0.183,0.1582,0.1582,0.2957,0.3086,2936
0.2937,0.0851,0.1958,0.1975,0.0994,0.05,0.02,0.02,0.1777,0.1698,2937
0.4039,0.1692,0.2857,0.2721,0.1604,0.0936,0.0604,0.0604,0.2141,0.1561,2938
0.4783,0.2059,0.3043,0.3256,0.1857,0.0936,0.0561,0.0561,0.4156,0.3133,2939
0.4,0.1818,0.3172,0.2297,0.1587,0.1016,0.062,0.062,0.2458,0.3188,2940
0.3491,0.0952,0.2255,0.1311,0.0546,0.0105,0.0046,0.0046,0.1593,0.1762,2941
0.1525,0.0172,0.0847,0.0588,0.0084,0.0044,0.0032,0.0032,0.0915,-0.0369,2942
0.3956,0.1,0.2308,0.2798,0.0939,0.0454,0.0178,0.0178,0.1984,0.1811,2943
0.3852,0.1488,0.2459,0.1989,0.1202,0.083,0.0636,0.0636,0.1707,0.093,2944
0.3313,0.1118,0.2331,0.25,0.1258,0.074,0.0479,0.0479,0.2141,0.15,2945
0.5166,0.2416,0.4106,0.3855,0.2168,0.1203,0.0384,0.0384,0.35,0.4276,2946
0.3558,0.1863,0.2454,0.0325,0.0214,0.0136,0.0083,0.0083,0.1511,-0.003,2947
0.4718,0.1865,0.2974,0.3233,0.1765,0.097,0.0548,0.0548,0.2062,0.2894,2948
0.4649,0.171,0.2731,0.2532,0.1259,0.0551,0.0173,0.0173,0.2439,0.2592,2949
0.3797,0.1154,0.2658,0.3077,0.1672,0.1034,0.0737,0.0737,0.2407,0.2018,2950
0.4498,0.1862,0.2892,0.2595,0.1368,0.0853,0.0452,0.0452,0.1955,0.1829,2951
0.3315,0.1421,0.2554,0.0729,0.0436,0.0303,0.0213,0.0213,0.1528,0.0384,2952
0.5475,0.2938,0.4693,0.4505,0.2917,0.197,0.1271,0.1271,0.4161,0.4933,2953
0.323,0.0881,0.236,0.2907,0.1547,0.0949,0.0567,0.0567,0.2231,0.1507,2954
0.3375,0.0759,0.2375,0.2083,0.0811,0.0412,0.0166,0.0166,0.2207,0.2796,2955
0.4202,0.2051,0.2521,0.2187,0.0833,0.0224,0.0116,0.0116,0.2664,0.2327,2956
0.1789,0.0331,0.1301,0.0588,0.0084,0.0044,0.0032,0.0032,0.1309,0.0869,2957
0.419,0.1346,0.3143,0.1616,0.0741,0.0398,0.0246,0.0246,0.1684,0.321,2958
0.2707,0.0916,0.1504,0.1474,0.0686,0.037,0.0153,0.0153,0.1786,0.1563,2959
0.3248,0.0948,0.2051,0.1527,0.0768,0.0509,0.0387,0.0387,0.1331,0.0256,2960
0.3759,0.1374,0.2707,0.2469,0.147,0.0818,0.0289,0.0289,0.296,0.2648,2961
0.4817,0.0847,0.2513,0.314,0.1134,0.0511,0.0193,0.0193,0.2232,0.2095,2962
0.459,0.221,0.3169,0.3818,0.2375,0.1656,0.1206,0.1206,0.2235,0.3182,2963
0.3719,0.1131,0.2596,0.1272,0.0684,0.0387,0.0116,0.0116,0.1791,0.2431,2964
0.2914,0.0805,0.2119,0.2132,0.0759,0.0199,0.0102,0.0102,0.1701,0.0712,2965
0.4318,0.1839,0.3068,0.3021,0.1786,0.1195,0.078,0.078,0.246,0.253,2966
0.3014,0.0417,0.1781,0.2073,0.0715,0.0186,0.0095,0.0095,0.1573,-0.0593,2967
0.2353,0.0792,0.1667,0.128,0.0577,0.013,0.0062,0.0062,0.0983,-0.0818,2968
0.3982,0.1553,0.2081,0.1973,0.1256,0.0753,0.0492,0.0492,0.2151,0.1866,2969
0.6437,0.3837,0.5287,0.5213,0.3584,0.284,0.2347,0.2347,0.4627,0.5268,2970
0.25,0.0421,0.1563,0.1588,0.0671,0.0163,0.008,0.008,0.0994,-0.0658,2971
0.5079,0.248,0.3492,0.2338,0.1626,0.1244,0.0949,0.0949,0.2507,0.3452,2972
0.3353,0.0819,0.2312,0.1899,0.076,0.0181,0.0089,0.0089,0.1595,0.1032,2973
0.3777,0.1212,0.2575,0.2403,0.13,0.0222,0.0092,0.0092,0.1604,0.195,2974
0.5251,0.226,0.3575,0.389,0.1872,0.0737,0.0261,0.0261,0.2778,0.4276,2975
0.2956,0.0498,0.1773,0.2135,0.0142,0.0058,0.0037,0.0037,0.1198,0.0537,2976
0.383,0.1075,0.2553,0.2772,0.1581,0.1149,0.0888,0.0888,0.1906,0.1301,2977
0.4476,0.2128,0.3776,0.3333,0.2081,0.1417,0.1033,0.1033,0.3535,0.2753,2978
0.4088,0.1117,0.2431,0.2861,0.1108,0.0511,0.0195,0.0195,0.2339,0.2777,2979
0.3971,0.1343,0.2206,0.2558,0.1097,0.0523,0.0204,0.0204,0.2532,0.2597,2980
0.3622,0.24,0.2992,0.2195,0.1727,0.1497,0.1313,0.1313,0.2939,0.1616,2981
0.5211,0.3,0.4225,0.3544,0.2611,0.1745,0.1087,0.1087,0.3617,0.3783,2982
0.3941,0.0995,0.3054,0.3078,0.1405,0.0901,0.0609,0.0609,0.199,0.1464,2983
0.4886,0.1954,0.3182,0.3908,0.2335,0.1567,0.1083,0.1083,0.2962,0.3155,2984
0.4253,0.1395,0.2644,0.3735,0.1909,0.0965,0.0326,0.0326,0.2762,0.376,2985
0.4255,0.1803,0.3064,0.2467,0.145,0.0803,0.0238,0.0238,0.2304,0.1856,2986
0.6154,0.4556,0.5165,0.5161,0.4367,0.3839,0.3505,0.3505,0.461,0.4087,2987
0.4545,0.1264,0.2841,0.3011,0.1401,0.0756,0.0263,0.0263,0.2612,0.3039,2988
0.2,0.0678,0.1667,0.087,0.0358,0.0124,0.0073,0.0073,0.1144,-0.1901,2989
0.5388,0.2396,0.3927,0.3209,0.2029,0.136,0.0874,0.0874,0.293,0.4189,2990
0.5045,0.1818,0.3153,0.2854,0.1362,0.0815,0.0532,0.0532,0.2506,0.3441,2991
0.4364,0.1595,0.2909,0.4125,0.2605,0.1633,0.0867,0.0867,0.33,0.2575,2992
0.4268,0.1358,0.2683,0.2564,0.129,0.076,0.0492,0.0492,0.2002,0.3284,2993
0.5484,0.2391,0.3333,0.4548,0.2844,0.2112,0.1686,0.1686,0.3626,0.3021,2994
0.3301,0.0882,0.1942,0.1931,0.0777,0.0168,0.0079,0.0079,0.1341,0.0641,2995
0.3655,0.1128,0.2437,0.2008,0.0808,0.0378,0.0146,0.0146,0.1635,0.1591,2996
0.287,0.0905,0.1883,0.1354,0.0769,0.0572,0.0468,0.0468,0.1418,0.1099,2997
0.4,0.1694,0.304,0.1998,0.125,0.0798,0.0557,0.0557,0.1872,0.1499,2998
0.2642,0.051,0.1509,0.1994,0.071,0.0186,0.0096,0.0096,0.1134,0.0718,2999
0.4716,0.2115,0.3057,0.2933,0.1866,0.1279,0.0807,0.0807,0.2783,0.3113,3000
0.6167,0.2844,0.4581,0.4529,0.2904,0.1877,0.1384,0.1384,0.3539,0.4087,3001
0.4585,0.1833,0.3162,0.2499,0.1402,0.1002,0.0733,0.0733,0.1823,0.317,3002
0.3953,0.1176,0.2326,0.2533,0.1302,0.0576,0.0216,0.0216,0.1912,0.1591,3003
0.5198,0.2057,0.3842,0.4235,0.256,0.1768,0.1193,0.1193,0.3332,0.3711,3004
0.1667,0.0308,0.1061,0.092,0.0103,0.005,0.0035,0.0035,0.1246,0.1384,3005
0.3008,0.1527,0.2105,0.2,0.1291,0.093,0.0559,0.0559,0.3258,0.1795,3006
0.0667,0.0,0.05,0.0476,0.0088,0.005,0.0038,0.0038,0.034,-0.4013,3007
0.2619,0.0723,0.1786,0.1977,0.0964,0.0605,0.0227,0.0227,0.1548,0.1368,3008
0.3158,0.1075,0.1684,0.1304,0.0438,0.0142,0.0081,0.0081,0.2552,0.1792,3009
0.4059,0.11,0.2574,0.1897,0.0894,0.0527,0.0367,0.0367,0.1683,0.1299,3010
0.33,0.0797,0.2442,0.1479,0.0649,0.0312,0.0102,0.0102,0.1425,0.0776,3011
0.375,0.1724,0.25,0.3068,0.1878,0.1179,0.0788,0.0788,0.278,0.1466,3012
0.3815,0.152,0.2775,0.2738,0.1625,0.0863,0.0299,0.0299,0.2005,0.207,3013
0.3972,0.1007,0.2553,0.2658,0.0826,0.0207,0.0104,0.0104,0.229,0.2121,3014
0.4278,0.173,0.3102,0.3295,0.1846,0.0926,0.0311,0.0311,0.2286,0.2114,3015
0.3008,0.0738,0.1707,0.1569,0.0607,0.013,0.006,0.006,0.1226,0.1653,3016
0.3715,0.1594,0.2451,0.2554,0.1406,0.0729,0.04,0.04,0.2081,-0.0414,3017
0.2857,0.0513,0.1681,0.1585,0.014,0.0063,0.0042,0.0042,0.1939,0.0126,3018
0.4233,0.1604,0.2963,0.3027,0.1641,0.1026,0.0684,0.0684,0.2282,0.2154,3019
0.4253,0.1744,0.2184,0.29,0.1487,0.0625,0.0229,0.0229,0.1994,0.2104,3020
0.2481,0.0859,0.2016,0.0884,0.0475,0.0339,0.0242,0.0242,0.1389,0.1047,3021
0.2699,0.0697,0.1522,0.1103,0.0511,0.0096,0.0042,0.0042,0.126,-0.0905,3022
0.3906,0.254,0.25,0.1944,0.1282,0.0979,0.0799,0.0799,0.2638,0.2063,3023
0.4017,0.1266,0.251,0.1912,0.0873,0.0353,0.0126,0.0126,0.1609,0.2094,3024
0.3688,0.1007,0.1986,0.2308,0.1095,0.0251,0.012,0.012,0.2832,0.1078,3025
0.382,0.1585,0.2697,0.1463,0.085,0.0506,0.0311,0.0311,0.1973,0.2143,3026
0.3624,0.1769,0.2953,0.1702,0.121,0.0985,0.0851,0.0851,0.2781,0.2472,3027
0.3333,0.1127,0.2222,0.2099,0.1024,0.051,0.0203,0.0203,0.1695,0.1768,3028
0.4147,0.1302,0.2304,0.2687,0.156,0.0823,0.0256,0.0256,0.2236,0.2837,3029
0.4437,0.1718,0.3003,0.1557,0.0877,0.0494,0.0248,0.0248,0.1849,0.3051,3030
0.4511,0.1832,0.3158,0.2135,0.1206,0.0795,0.0585,0.0585,0.3438,0.2934,3031
0.4018,0.1843,0.3196,0.2482,0.1612,0.1137,0.0852,0.0852,0.2225,0.2169,3032
0.2308,0.1373,0.1346,0.1081,0.0667,0.0395,0.0172,0.0172,0.2735,0.1619,3033
0.5,0.2247,0.3667,0.3908,0.2522,0.1309,0.0404,0.0404,0.2969,0.3974,3034
0.25,0.0448,0.1471,0.16,0.0805,0.0207,0.0105,0.0105,0.1276,0.0451,3035
0.4835,0.1889,0.3297,0.4062,0.2447,0.1563,0.0952,0.0952,0.3733,0.3052,3036
0.6321,0.356,0.4767,0.3932,0.2956,0.2308,0.1749,0.1749,0.3412,0.4448,3037
0.4204,0.2065,0.2803,0.2717,0.1639,0.0842,0.0286,0.0286,0.2937,0.2768,3038
0.3836,0.1528,0.2603,0.2317,0.1196,0.0563,0.0218,0.0218,0.2365,0.2122,3039
0.4272,0.2255,0.3204,0.3028,0.2153,0.1649,0.1323,0.1323,0.2198,0.257,3040
0.3492,0.129,0.2063,0.2,0.1091,0.0523,0.0205,0.0205,0.3636,0.2379,3041
0.3842,0.1257,0.2486,0.2921,0.1288,0.0576,0.0217,0.0217,0.1929,0.2112,3042
0.4333,0.1124,0.2333,0.3187,0.1458,0.0895,0.0534,0.0534,0.2485,0.1776,3043
0.4727,0.1743,0.3636,0.273,0.1354,0.0821,0.0539,0.0539,0.2206,0.2918,3044
0.1429,0.0395,0.1169,0.0637,0.0091,0.0048,0.0035,0.0035,0.0518,-0.153,3045
0.3369,0.0578,0.172,0.1233,0.0483,0.0207,0.0077,0.0077,0.1122,0.1079,3046
0.4937,0.1667,0.3418,0.3875,0.1981,0.0369,0.016,0.016,0.2484,0.3377,3047
0.3333,0.1471,0.2754,0.1978,0.1048,0.0627,0.023,0.023,0.2374,0.2343,3048
